Name,Age,2024 Net Worth,Industry,Source of Wealth,Title,Organization,Self-Made,Self-Made Score,Philanthropy Score,Residence,Citizenship,Gender,Marital Status,Children,Education
Charlotte Colket Weber,81,$2B,Food & Beverage,Campbell Soup,Director,Campbell Soup,FALSE,,,"Hobe Sound, Florida",United States,F,Divorced,4,"Bachelor of Arts/Science, University of Paris"
Tom Werner,73,$2B,Sports,Sports teams,"Chairperson, American television producer and businessman",Boston Red Sox,TRUE,,,"Los Angeles, California",United States,M,N/A,N/A,"Bachelor of Arts, Harvard University"
Dan Wilks,67,$2B,Energy,Natural gas,businessmen,Petroluem Industry,TRUE,,,"Cisco, Texas",United States,M,Married,6,"Diploma, High School"
Wong Luen Hei,62,$2B,Manufacturing,Building materials,supplier,building materials and interior decorations,TRUE,,,"Hong Kong, Hong Kong",China,M,Married,N/A,N/A
Wong Man Li,59,$2B,Manufacturing,Furniture,"Founder, chairman",Man Wah Holdings Ltd,TRUE,,,"Hong Kong, Hong Kong",Hong Kong,M,Married,2,N/A
Thomas Wu,73,$2B,Finance & Investments,Finance,N/A,N/A,FALSE,,,"Taipei, Taiwan",Taiwan,M,Married,2,"Bachelor of Arts/Science, Fu Jen Catholic University; Master of Business Administration, University of California, Los Angeles"
Amy Wyss,53,$2B,Healthcare,Medical equipment,Founder,medical equipment firm Synthes,FALSE,2,2,"Wilson, Wyoming",United States,F,N/A,N/A,"Bachelor of Arts/Science, Skidmore College"
Ales Zavoral,47,$2B,Fashion & Retail,E-commerce,Businessperson,N/A,TRUE,,,N/A,Czech Republic,M,Divorced,4,N/A
Oren Zeev,59,$2B,Finance & Investments,Investments,Businessman,N/A,TRUE,,,"Los Altos, California",Israel,M,Married,2,"Bachelor of Science, Technion - Israel Institute of Technology, Master of Business Administration, INSEAD"
Zhao Tao,58,$2B,Healthcare,Pharmaceuticals,"actress 
",N/A,FALSE,,,"Xi'an, China",Singapore,M,Married,N/A,"Master of Business Administration, Fordham University"
John Abele,87,$1.9B,Healthcare,Healthcare,American businessman and co-founder,Boston Scientific,TRUE,,,"Shelburne, Vermont",United States,M,Married,3,"Bachelor of Arts/Science, Amherst College"
Rajendra Agarwal,65,$1.9B,Healthcare,Pharmaceuticals,Indian politician,N/A,TRUE,,,"Mumbai, India",India,M,Married,2,N/A
Leslie Alexander,80,$1.9B,Sports,Sports team,"American attorney, businessman and financier
",N/A,TRUE,8,1,"Houston, Texas",United States,M,Divorced,1,"Bachelor of Arts/Science, New York University; Doctor of Jurisprudence, Western State University College of Law"
Marc Andreessen,52,$1.9B,Finance & Investments,Venture capital investing,Investor,Andreessen Horowitz,TRUE,,,"Atherton, California",United States,M,Married,1,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign"
Michael Arougheti,51,$1.9B,Finance & Investments,Finance,"CEO, cofounder",Ares Management,TRUE,,,"Nyack, New York",United States,M,Married,N/A,"Bachelor of Arts, Yale University"
Sezai Bacaksiz,74,$1.9B,Diversified,Diversified,Co-Founder,Limak Holding,TRUE,,,"Ankara, Turkey",Turkey,M,Married,2,"Bachelor of Science, Gazi University"
Banwari Lal Bawri,71,$1.9B,Healthcare,Pharmaceuticals,Managing Director,Macleods Pharmaceuticals,TRUE,,,"Mumbai, India",India,M,Married,2,N/A
Girdhari Lal Bawri,76,$1.9B,Healthcare,Pharmaceuticals,chairman,Macleods Pharmaceuticals,TRUE,,,"Mumbai, India",India,M,Married,3,N/A
Alex Beard,56,$1.9B,Metals & Mining,"Mining, commodities","British businessman, chairman",N/A,TRUE,,,"London, United Kingdom",United Kingdom,M,Married,N/A,"Master of Science, Oxford University"
Zadik Bino & family,80,$1.9B,Diversified,"Banking, oil",Businessman,N/A,TRUE,,,"Tel Aviv, Israel",Israel,M,Married,3,"Diploma, High School"
Alex Birkenstock,55,$1.9B,Fashion & Retail,Shoes,Heir,Birkenstock,FALSE,,,N/A,Germany,M,N/A,N/A,N/A
Samuel Chen,74,$1.9B,Finance & Investments,Investments,N/A,N/A,TRUE,,,N/A,Taiwan,M,Married,2,"Bachelor of Science, National Tsing Hua University"
Chi Yufeng,53,$1.9B,Technology,Software,"Chairperson, entrepreneur, founder and chairman",Perfect World,FALSE,,,"Beijing, China",China,M,N/A,N/A,"Bachelor of Science, Tsinghua University, Master of Business Administration, China Europe International Business School"
Chow Shing Yuk,46,$1.9B,Logistics,Logistics,"cofounder, chairman and CEO",Lalamove,TRUE,,,"Hong Kong, Hong Kong",Hong Kong,M,N/A,N/A,"Master of Economics, Chinese University of Hong Kong; Bachelor of Arts/Economics, Stanford University"
Chu Lam Yiu,54,$1.9B,Manufacturing,Flavorings,Founder,Huabao International Holdings Limited,TRUE,,,"Hong Kong, Hong Kong",Hong Kong,F,Married,1,N/A
Mark Coombs,63,$1.9B,Finance & Investments,Finance,CEO,Ashmore Group,TRUE,,,"London, United Kingdom",United Kingdom,M,N/A,N/A,"Bachelor of Arts/Science, St John's College, University of Cambridge"
Rubén Coppel Luken,73,$1.9B,Fashion & Retail,Diversified,chairman,BanCoppe,FALSE,,,"Culiacan, Mexico",Mexico,M,Married,N/A,N/A
Ana Lucia de Mattos Barretto Villela,50,$1.9B,Finance & Investments,Banking,Brazilian entrepreneur,N/A,FALSE,,,"Sao Paulo, Brazil",Brazil,F,Married,N/A,"Bachelor of Arts, Pontifícia Universidade Católica de São Paulo"
Sefik Yilmaz Dizdar,86,$1.9B,Fashion & Retail,Fashion retail,Turkish businessman,LC Waikiki,TRUE,,,"Istanbul, Turkey",Turkey,M,Married,N/A,N/A
Dong Wei,53,$1.9B,Healthcare,Pharmaceuticals,Assistant Professor,UC Santa Cruz,TRUE,,,"Lianyungang, China",China,M,N/A,N/A,"Ph.D. in Economics, University of California, Berkeley"
Keith Dunleavy & family,54,$1.9B,Healthcare,Health IT,founder,Inovalon,TRUE,,,"Annapolis, Maryland",United States,M,Married,4,"Bachelor of Arts/Science, Dartmouth College; Medical Doctor, Harvard University"
Vladislav Filev & family,60,$1.9B,Service,Airlines,Former CEO,S7 Airlines,TRUE,,,"Moscow, Russia",Russia,M,Widowed,3,"Master of Science in Engineering, Mozhaisky Military Space Academy"
Jayme Garfinkel & family,78,$1.9B,Finance & Investments,Insurance,"Brazilian investor, Former CEO and Chairman",Porto Seguro,FALSE,,,"Sao Paulo, Brazil",Brazil,M,Divorced,2,"Master of Business Administration, Fundacao Getulio Vargas; Bachelor of Arts/Science, Universidade de Sao Paulo"
Mario Germano Giuliani,52,$1.9B,Healthcare,Pharmaceuticals,"Businessperson, President and Chief Executive Officer",Giuliani SpA,FALSE,,,"Monaco, Monaco",Switzerland,M,Married,N/A,"Bachelor of Arts/Economics, Catholic University of the Sacred Heart"
John Goff,68,$1.9B,Real Estate,Real estate,John Goff,N/A,TRUE,,,"Fort Worth, Texas",United States,M,Married,N/A,"Chartered Accountant, University of Texas"
Anthony Hall,68,$1.9B,Technology,Technology,American actor and film producer,N/A,TRUE,,,"Melbourne, Australia",Australia,M,N/A,N/A,"Bachelor of Arts/Science, La Trobe University; Master of Arts/Science, La Trobe University"
Jay Hennick,67,$1.9B,Finance & Investments,Real estate finance,"CEO, businessman and philanthropist",Colliers International,TRUE,,,"Toronto, Canada",Canada,M,Married,3,"Bachelor of Laws, University of Ottawa; Bachelor of Arts/Economics, York University"
Ilkka Herlin,65,$1.9B,Manufacturing,"Elevators, escalators","Finnish business professional, chairman",N/A,FALSE,,,"Helsinki, Finland",Finland,M,Married,4,"Doctor of Philosophy, University of Helsinki"
Roberto Hernandez Ramirez,82,$1.9B,Finance & Investments,"Banking, investments","Mexican businessman, former CEO",Banco Nacional de México,TRUE,,,"Mexico City, Mexico",Mexico,M,Married,3,"Bachelor of Arts/Science, Ibero-American University"
Hou Juncheng,59,$1.9B,Healthcare,Cosmetics,"Chinese billionaire businessman, founder and chairman",Proya Cosmetics,TRUE,,,"Hangzhou, China",China,M,N/A,N/A,"Bachelor of Science, Tsinghua University"
Huang Zhenda & family,76,$1.9B,Construction & Engineering,Construction,chairs,Guangdong Lian Tai Group,TRUE,,,"Shantou, China",China,M,Married,N/A,N/A
Jared Isaacman,41,$1.9B,Technology,Payment processing,"American entrepreneur, pilot, philanthropist, and commercial astronaut",N/A,TRUE,8,,"Easton, Pennsylvania",United States,M,Married,N/A,"Bachelor of Arts/Science, Embry-Riddle Aeronautical University"
Hal Jackman,91,$1.9B,Finance & Investments,"Insurance, investments",Former Lieutenant Governor,N/A,TRUE,,,"Toronto, Canada",Canada,M,Married,5,"Bachelor of Arts, University of Toronto, Bachelor of Laws, University of Toronto, Bachelor of Science, London School of Economics"
Sergei Katsiev,66,$1.9B,Fashion & Retail,"Retail, wholesale",businessman,N/A,TRUE,,,"Moscow, Russia",Russia,M,Married,2,"Master, Moscow Institute of International Relations"
Marc Lasry,63,$1.9B,Finance & Investments,Hedge funds,Founder,Avenue Capital Group,TRUE,9,,"New York, New York",United States,M,Married,5,"Bachelor of Arts/Science, Clark University; Doctor of Jurisprudence, New York Law School"
Peter Leibinger,57,$1.9B,Manufacturing,Machine tools,Manager,TRUMPF,FALSE,,,"Schwieberdingen, Germany",Germany,M,Married,4,"Bachelor of Science, RWTH Aachen University"
Regine Leibinger,61,$1.9B,Manufacturing,Machine tools,Architect,Barkow Leibinger Architekten,FALSE,,,"Berlin, Germany",Germany,F,Married,2,"Master of Architecture, Harvard University, Diploma in Architecture, Technical University of Berlin"
Nicola Leibinger-Kammueller,64,$1.9B,Manufacturing,Manufacturing,"businesswoman,president,chairwoman",Trumpf GmbH + Co. KG,FALSE,,,"Berlin, Germany",Germany,F,Married,4,"Doctor of Philosophy, University of Zurich"
James Leininger,79,$1.9B,Healthcare,Medical products,businessman,N/A,TRUE,,,"San Antonio, Texas",United States,M,Married,4,"Bachelor of Arts/Science, Indiana University; Medical Doctor, Indiana University"
Li Li,58,$1.9B,Healthcare,Healthcare,N/A,N/A,TRUE,,,"Changsha, China",China,M,N/A,N/A,"Bachelor of Arts/Science, Xiangtan University, Graduate Degree, Peking University, Masters Business Admin, Hunan University"
Peter Lim,70,$1.9B,Finance & Investments,Investments,business magnate and stockbroker,Valencia CF,TRUE,,,"Singapore, Singapore",Singapore,M,Married,2,"Bachelor of Science, University of Western Australia"
Max Lytvyn,44,$1.9B,Technology,Software,Co-Founder,"Grammarly, Inc",TRUE,,,"San Francisco, California",Canada,M,N/A,N/A,"Master of Business Administration, Vanderbilt University"
Rubens Menin Teixeira de Souza,68,$1.9B,Diversified,"home building, banking",chairperson,"MRV Engenharia e Participacoes SA, CNN Brasil, Banco Inter",TRUE,,,"Belo Horizonte, Brazil",Brazil,M,Married,3,"Bachelor of Arts/Science, Universidade Federal de Minas Gerais"
Robert G. Miller,78,$1.9B,Technology,Electronics components,Founder,Future Electronics,TRUE,,,"Montreal, Canada",Canada,M,Divorced,2,"Bachelor of Arts/Science, Rider University"
Massimo Moratti,78,$1.9B,Energy,Oil refinery,"owner , chairman","Inter Milan ,Saras Group",FALSE,,,"Milan, Italy",Italy,M,Married,5,"Master of Political Science, Libera Università Internazionale degli Studi Sociali Guido Carli"
Oei Hong Leong,76,$1.9B,Finance & Investments,Investments,businessman,N/A,FALSE,,,"Singapore, Singapore",Singapore,M,Married,4,N/A
Liora Ofer,70,$1.9B,Finance & Investments,Investments,Chairperson,Melisron Ltd,FALSE,,,"Tel Aviv, Israel",Israel,F,Separated,2,N/A
Stefan Olsson,75,$1.9B,Diversified,Diversified,"founder, businessman",Stena Sphere,FALSE,,,"London, United Kingdom",Sweden,M,Married,N/A,N/A
Rubens Ometto Silveira Mello,74,$1.9B,Energy,"Sugar, ethanol",Chairperson,"Raízen, Cosan",FALSE,,,"Sao Paulo, Brazil",Brazil,M,Married,N/A,"Bachelor of Engineering, Polytechnic School of the University of Sao Paulo"
Nihat Ozdemir,74,$1.9B,Diversified,Diversified,"owner, president","Limak holding, Turkish Football Federation",TRUE,,,"Ankara, Turkey",Turkey,M,Widowed,2,"Bachelor of Science, Gazi University"
Pierre Karl Péladeau,62,$1.9B,Media & Entertainment,Media,"president , CEO","Quebecor Inc., Vidéotron",FALSE,,,"Montreal, Canada",Canada,M,In Relationship,3,"Bachelor of Arts, Université du Québec à Montréal, Bachelor of Laws, Université de Montréal"
Heloise Pratt,61,$1.9B,Manufacturing,"Manufacturing, investment",N/A,N/A,FALSE,,,"Melbourne, Australia",Australia,F,Divorced,3,"Bachelor of Laws and Commerce, Monash University"
Manoj Punjabi,51,$1.9B,Media & Entertainment,Movies,"co-founded, CEO",MD Entertainment,TRUE,,,"Jakarta, Indonesia",Indonesia,M,Married,3,"Bachelor's degree, Indonesian European University"
Qiu Wensheng,51,$1.9B,Manufacturing,Manufacturing,"co-founded, CEO",Huaqin,TRUE,,,"Shanghai, China",China,M,N/A,N/A,"Bachelor of Science, Tsinghua University"
Duke Reyes,67,$1.9B,Food & Beverage,Beer distribution,CEO,Reyes Holdings,FALSE,,,"Palm Beach, Florida",United States,M,Married,N/A,N/A
Shunsaku Sagami,33,$1.9B,Finance & Investments,M&A brokerage,"founder, CEO",M&A Research Institute,TRUE,,,"Tokyo, Japan",Japan,M,N/A,N/A,"Bachelor of Arts/Science, Kobe University"
Devi Shetty,71,$1.9B,Healthcare,Healthcare,founder,"Narayana Health, Rabindranath Tagore International Institute of Cardiac Sciences",TRUE,,,"Bangalore, India",India,M,Married,4,"Medical Doctor, University of Mysore"
Alex Shevchenko,44,$1.9B,Technology,Software,co-founder,Grammarly,TRUE,,,"San Francisco, California",Canada,M,N/A,N/A,"Master of Business Administration, University of Toronto"
Bambang Sutantio,65,$1.9B,Food & Beverage,Dairy & consumer products,founder,Cisarua Mountain,TRUE,,,"Jakarta, Indonesia",Indonesia,M,N/A,3,"Diplom-Ingenieur, Technical University of Berlin"
Mehmet Sinan & Family Tara,65,$1.9B,Construction & Engineering,Construction,Chairman,ENKA,FALSE,,,"Istanbul, Turkey",Turkey,M,Married,3,"Master of Business Administration, Stanford University"
Terry Taylor,73,$1.9B,Automotive,Car dealerships,wrestler,N/A,TRUE,,,"Palm Beach, Florida",United States,M,N/A,N/A,N/A
Riaz Valani,47,$1.9B,Finance & Investments,E-cigarettes,general partner,"Global Asset Capital, LLC",TRUE,,,"Malibu, California",United States,M,N/A,N/A,"Bachelor of Science, Stanford University"
Todd Wagner,63,$1.9B,Media & Entertainment,Online media,"founder, CEO , co-owns","Charity Network, 2929 Entertainment",TRUE,,,"Dallas, Texas",United States,M,Married,1,"Bachelor of Arts/Science, Indiana University; Doctor of Jurisprudence, University of Virginia"
Wei Ing-Chou,70,$1.9B,Food & Beverage,"Food, beverages",director,Tingyi (Cayman Islands),TRUE,,,"Tianjin, China",Taiwan,M,Married,3,N/A
Farris Wilks,72,$1.9B,Energy,Natural gas,owner,church,TRUE,,,"Cisco, Texas",United States,M,Married,11,"Diploma, High School"
Evan Williams,52,$1.9B,Technology,Twitter,Co-founder and Director,Twitter,TRUE,9,2,"San Francisco, California",United States,M,Married,2,"Drop Out, University of Nebraska Lincoln"
Wu Li-gann,83,$1.9B,Manufacturing,Electronic components,founder,WUS Printed Circuit,TRUE,,,"Kaohsiung, Taiwan",Taiwan,M,Married,3,"Bachelor of Arts/Science, Tunghai University"
Wu Shaoxun,68,$1.9B,Food & Beverage,Wine,Chairperson,Jing Brand,TRUE,,,"Daye, China",China,M,N/A,N/A,N/A
Xu Jinfu & family,60,$1.9B,Manufacturing,Chemicals,Chairperson,"Guangzhou Tinci Materials Technology,",TRUE,,,"Guangzhou, China",China,M,N/A,N/A,"Bachelor of Science, Zhejiang University, Master of Science, Chinese Academy of Sciences, Master of Business Administration, China Europe International Business School"
Gavril Yushvaev & family,66,$1.9B,Finance & Investments,"Precious metals, real estate",founder,"Wimm Bill Dann, Polyus Gold",TRUE,,,Israel,Russia,M,Married,7,N/A
Hamad bin Jassim bin Jaber Al Thani,64,$1.8B,Finance & Investments,Investments,Prime Minister,Qatar,FALSE,,,"Doha, Qatar",Qatar,M,Married,N/A,N/A
"Herbert Allen, Jr. & family",84,$1.8B,Finance & Investments,Investment banking,"businessman , former president",Allen & Company,FALSE,4,,"New York, New York",United States,M,Divorced,4,"Bachelor of Arts/Science, Williams College"
Chirayu Amin,77,$1.8B,Healthcare,Pharmaceuticals,"Chairman , businessman , chairman , vice president, managing director","Alembic Pharmaceuticals Ltd. Alembic Group, ndian Premier League, Board of Control for Cricket i",FALSE,,,"Baroda, India",India,M,Married,3,"Bachelor of Arts/Science, Baroda University; Master of Business Administration, Seton Hall University"
Roberto Angelini Rossi,75,$1.8B,Diversified,"Forestry, mining",President,COPEC S.A,FALSE,,,"Santiago, Chile",Chile,M,Married,4,"Bachelor of Arts/Science, Pontificia Universidad de Chile"
Giovanni Arvedi,86,$1.8B,Metals & Mining,Steel,"founder , owner",Arvedi Group,TRUE,,,"Cremona, Italy",Italy,M,Married,N/A,"Honorary Degree in Business Management, Università Cattolica del Sacro Cuore"
Clifford Asness,57,$1.8B,Finance & Investments,Money management,Co-Founder and Director,AQR Capital Management,TRUE,8,2,"Greenwich, Connecticut",United States,M,Married,4,"Doctorate, University of Chicago; Master of Business Administration, University of Chicago; Bachelor of Arts/Science, University of Pennsylvania; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Lesley Bamberger,58,$1.8B,Real Estate,Real estate,"businessman,owner",Kroonenberg Groep,FALSE,,,"Amsterdam, Netherlands",Netherlands,M,N/A,N/A,N/A
Bang Si-hyuk,51,$1.8B,Media & Entertainment,Entertainment,Chairperson,Hybe Corporation,TRUE,,,"Seoul, South Korea",South Korea,M,Single,N/A,"Bachelor of Arts, Seoul National University"
